psych_version,start_date,start_time,offset,trial,time,condition,sid,version,code,stimulus,spacing,phase,value
0.2.1+,2017-01-20,11:28:31,1,0,0.005947359561105259,pilot,0002,0.2.2,instructions,,,,
0.2.1+,2017-01-20,11:28:31,1,0,95.25252857575833,pilot,0002,0.2.2,instructions,,,,
0.2.1+,2017-01-20,11:28:31,2,0,101.99493073199119,pilot,0002,0.2.2,practice_start,,,,
0.2.1+,2017-01-20,11:28:31,2,0,102.07126197434263,pilot,0002,0.2.2,stimulus,w2nw,normal,example,
0.2.1+,2017-01-20,11:28:31,2,0,102.80319773567317,pilot,0002,0.2.2,high_latency,,,,0.05943576133053341
0.2.1+,2017-01-20,11:28:31,2,0,102.93016834555601,pilot,0002,0.2.2,stimulus,w2nw,normal,example,
0.2.1+,2017-01-20,11:28:31,2,0,103.62665515263507,pilot,0002,0.2.2,high_latency,,,,0.023986807079054984
0.2.1+,2017-01-20,11:28:31,2,0,103.62857697570871,pilot,0002,0.2.2,stimulus,w2nw,normal,example,
0.2.1+,2017-01-20,11:28:31,2,0,104.32822548251715,pilot,0002,0.2.2,high_latency,,,,0.027148506808444495
0.2.1+,2017-01-20,11:28:31,2,0,104.33011680044001,pilot,0002,0.2.2,stimulus,w2nw,normal,example,
0.2.1+,2017-01-20,11:28:31,2,0,105.02323806515778,pilot,0002,0.2.2,high_latency,,,,0.020621264717775034
0.2.1+,2017-01-20,11:28:31,2,0,105.02494179080531,pilot,0002,0.2.2,stimulus,w2nw,normal,example,
0.2.1+,2017-01-20,11:28:31,2,0,105.71825577951677,pilot,0002,0.2.2,high_latency,,,,0.02081398871145268
0.2.1+,2017-01-20,11:28:31,2,0,105.7200706920703,pilot,0002,0.2.2,stimulus,w2nw,normal,example,
0.2.1+,2017-01-20,11:28:31,2,0,106.40627613069955,pilot,0002,0.2.2,high_latency,,,,0.013705438629258992
0.2.1+,2017-01-20,11:28:31,2,0,106.40791941627685,pilot,0002,0.2.2,stimulus,w2nw,normal,example,
0.2.1+,2017-01-20,11:28:31,2,0,107.09943616831151,pilot,0002,0.2.2,high_latency,,,,0.019016752034659135
0.2.1+,2017-01-20,11:28:31,2,0,107.10126362503797,pilot,0002,0.2.2,stimulus,w2nw,normal,example,
0.2.1+,2017-01-20,11:28:31,2,0,107.77984449228097,pilot,0002,0.2.2,high_latency,,,,0.006080867242999943
0.2.1+,2017-01-20,11:28:31,2,0,107.78179054838256,pilot,0002,0.2.2,stimulus,w2nw,normal,example,
0.2.1+,2017-01-20,11:28:31,2,0,108.46300312435778,pilot,0002,0.2.2,high_latency,,,,0.008712575975224013
0.2.1+,2017-01-20,11:28:31,2,0,108.46495345687435,pilot,0002,0.2.2,stimulus,w2nw,normal,example,
0.2.1+,2017-01-20,11:28:31,2,0,109.13792993343668,pilot,0002,0.2.2,stimulus,w2nw,normal,example,
0.2.1+,2017-01-20,11:28:31,2,0,109.81225975431153,pilot,0002,0.2.2,stimulus,w2nw,normal,example,
0.2.1+,2017-01-20,11:28:31,2,0,110.4903884614323,pilot,0002,0.2.2,high_latency,,,,0.005628707120777676
0.2.1+,2017-01-20,11:28:31,2,0,110.49175263934012,pilot,0002,0.2.2,stimulus,w2nw,normal,example,
0.2.1+,2017-01-20,11:28:31,2,0,111.17340597165457,pilot,0002,0.2.2,high_latency,,,,0.009153332314454588
0.2.1+,2017-01-20,11:28:31,2,0,111.17519009399984,pilot,0002,0.2.2,stimulus,w2nw,normal,example,
0.2.1+,2017-01-20,11:28:31,2,0,111.85242445919721,pilot,0002,0.2.2,high_latency,,,,0.004734365197364809
0.2.1+,2017-01-20,11:28:31,2,0,111.8538758760551,pilot,0002,0.2.2,stimulus,w2nw,normal,example,
0.2.1+,2017-01-20,11:28:31,2,0,112.52943302942731,pilot,0002,0.2.2,high_latency,,,,0.003057153372211019
0.2.1+,2017-01-20,11:28:31,2,0,112.53090183707536,pilot,0002,0.2.2,stimulus,w2nw,normal,example,
0.2.1+,2017-01-20,11:28:31,2,0,113.20844296411087,pilot,0002,0.2.2,high_latency,,,,0.005041127035511295
0.2.1+,2017-01-20,11:28:31,2,0,113.20968797247042,pilot,0002,0.2.2,stimulus,w2nw,normal,example,
0.2.1+,2017-01-20,11:28:31,2,0,113.88394138796139,pilot,0002,0.2.2,stimulus,w2nw,normal,example,
0.2.1+,2017-01-20,11:28:31,2,0,114.56149619954522,pilot,0002,0.2.2,high_latency,,,,0.005054811583832475
0.2.1+,2017-01-20,11:28:31,2,0,114.56303628087335,pilot,0002,0.2.2,stimulus,w2nw,normal,example,
0.2.1+,2017-01-20,11:28:31,2,0,115.23688799799129,pilot,0002,0.2.2,stimulus,w2nw,normal,example,
0.2.1+,2017-01-20,11:28:31,2,0,115.91453974175965,pilot,0002,0.2.2,high_latency,,,,0.005151743768365691
0.2.1+,2017-01-20,11:28:31,3,0,115.91582323791226,pilot,0002,0.2.2,instructions,,,,
0.2.1+,2017-01-20,11:28:31,3,0,128.47093730854976,pilot,0002,0.2.2,instructions,,,,
0.2.1+,2017-01-20,11:28:31,3,0,148.48677745254827,pilot,0002,0.2.2,instructions,,,,
0.2.1+,2017-01-20,11:28:31,4,0,167.33199985061947,pilot,0002,0.2.2,practice_start,,,,
0.2.1+,2017-01-20,11:28:31,4,0,167.49449410951638,pilot,0002,0.2.2,stimulus,w2nw,normal,practice,
0.2.1+,2017-01-20,11:28:31,4,0,168.16700730726006,pilot,0002,0.2.2,stimulus,w2nw,normal,practice,
