weber_version,start_date,start_time,offset,trial,time,condition,sid,version,code,stimulus,spacing,phase,value
0.4.3,2017-03-28,12:51:17,1,0,0.02123329108417238,pilot,0203,0.3.4,break_start,,,,
0.4.3,2017-03-28,12:51:17,1,0,0.2793417173324997,pilot,0203,0.3.4,start,,,,
0.4.3,2017-03-28,12:51:17,2,0,1.5337891015306013,pilot,0203,0.3.4,break_start,,,,
0.4.3,2017-03-28,12:51:17,2,0,1.5352940331076752,pilot,0203,0.3.4,instructions,,,,
0.4.3,2017-03-28,12:51:17,2,0,12.237721359762872,pilot,0203,0.3.4,instructions,,,,
0.4.3,2017-03-28,12:51:17,3,0,13.576725162127332,pilot,0203,0.3.4,practice_start,,,,
0.4.3,2017-03-28,12:51:17,3,0,13.57832316814438,pilot,0203,0.3.4,stimulus,,,example,
0.4.3,2017-03-28,12:51:17,3,0,15.595823216050121,pilot,0203,0.3.4,stimulus,,,example,
0.4.3,2017-03-28,12:51:17,3,0,17.613323263955863,pilot,0203,0.3.4,stimulus,,,example,
0.4.3,2017-03-28,12:51:17,3,0,19.630823311862514,pilot,0203,0.3.4,stimulus,,,example,
0.4.3,2017-03-28,12:51:17,3,0,21.648323359768256,pilot,0203,0.3.4,stimulus,,,example,
0.4.3,2017-03-28,12:51:17,3,0,23.66673806936251,pilot,0203,0.3.4,stimulus,,,example,
0.4.3,2017-03-28,12:51:17,3,0,25.68423811726825,pilot,0203,0.3.4,stimulus,,,example,
0.4.3,2017-03-28,12:51:17,4,0,28.37440596607121,pilot,0203,0.3.4,break_start,,,,
0.4.3,2017-03-28,12:51:17,4,0,28.375780867178946,pilot,0203,0.3.4,instructions,,,,
0.4.3,2017-03-28,12:51:17,4,0,54.13002533541021,pilot,0203,0.3.4,instructions,,,,
0.4.3,2017-03-28,12:51:17,4,0,55.85086223887811,pilot,0203,0.3.4,instructions,,,,
0.4.3,2017-03-28,12:51:17,5,0,80.95192362968464,pilot,0203,0.3.4,practice_start,,,,
0.4.3,2017-03-28,12:51:17,5,0,80.95325883728128,pilot,0203,0.3.4,stimulus,,,practice,
0.4.3,2017-03-28,12:51:17,5,0,84.97075888518702,pilot,0203,0.3.4,response_timeout,,,practice,
0.4.3,2017-03-28,12:51:17,5,0,85.22075888518702,pilot,0203,0.3.4,stimulus,,,practice,
0.4.3,2017-03-28,12:51:17,5,0,89.23825893309277,pilot,0203,0.3.4,response_timeout,,,practice,
0.4.3,2017-03-28,12:51:17,5,0,89.48825893309368,pilot,0203,0.3.4,stimulus,,,practice,
0.4.3,2017-03-28,12:51:17,5,0,91.57862463351921,pilot,0203,0.3.4,stream_2,,,practice,
0.4.3,2017-03-28,12:51:17,5,0,91.69697699692551,pilot,0203,0.3.4,stream_2_up,,,practice,
0.4.3,2017-03-28,12:51:17,5,0,91.86364765575581,pilot,0203,0.3.4,stimulus,,,practice,
0.4.3,2017-03-28,12:51:17,5,0,94.5654970311989,pilot,0203,0.3.4,stream_2,,,practice,
0.4.3,2017-03-28,12:51:17,5,0,94.66680137366893,pilot,0203,0.3.4,stream_2_up,,,practice,
0.4.3,2017-03-28,12:51:17,5,0,94.81717510860926,pilot,0203,0.3.4,stimulus,,,practice,
0.4.3,2017-03-28,12:51:17,5,0,97.45128853350252,pilot,0203,0.3.4,stream_1,,,practice,
0.4.3,2017-03-28,12:51:17,5,0,97.57601136329413,pilot,0203,0.3.4,stream_1_up,,,practice,
0.4.3,2017-03-28,12:51:17,5,0,97.70308637581729,pilot,0203,0.3.4,stimulus,,,practice,
0.4.3,2017-03-28,12:51:17,5,0,99.89192688728963,pilot,0203,0.3.4,stream_1,,,practice,
0.4.3,2017-03-28,12:51:17,5,0,99.97966699881454,pilot,0203,0.3.4,stream_1_up,,,practice,
0.4.3,2017-03-28,12:51:17,5,0,100.1482983802307,pilot,0203,0.3.4,stimulus,,,practice,
0.4.3,2017-03-28,12:51:17,5,0,103.01600709281956,pilot,0203,0.3.4,stream_1,,,practice,
0.4.3,2017-03-28,12:51:17,5,0,103.13330586724805,pilot,0203,0.3.4,stream_1_up,,,practice,
0.4.3,2017-03-28,12:51:17,5,0,103.26958566817848,pilot,0203,0.3.4,stimulus,,,practice,
0.4.3,2017-03-28,12:51:17,5,0,105.45368246285852,pilot,0203,0.3.4,stream_1,,,practice,
0.4.3,2017-03-28,12:51:17,5,0,105.56340182973418,pilot,0203,0.3.4,stream_1_up,,,practice,
0.4.3,2017-03-28,12:51:17,5,0,105.70571230690439,pilot,0203,0.3.4,stimulus,,,practice,
0.4.3,2017-03-28,12:51:17,5,0,107.61382661874177,pilot,0203,0.3.4,stream_2,,,practice,
0.4.3,2017-03-28,12:51:17,5,0,107.6817651430747,pilot,0203,0.3.4,stream_2_up,,,practice,
0.4.3,2017-03-28,12:51:17,6,0,107.97337899912145,pilot,0203,0.3.4,break_start,,,,
0.4.3,2017-03-28,12:51:17,6,0,107.97546701469219,pilot,0203,0.3.4,instructions,,,,
0.4.3,2017-03-28,12:51:17,7,0,183.9067205905294,pilot,0203,0.3.4,practice_start,,,,
0.4.3,2017-03-28,12:51:17,7,0,183.90834631356665,pilot,0203,0.3.4,stimulus,,,practice,
0.4.3,2017-03-28,12:51:17,7,0,185.87214206718272,pilot,0203,0.3.4,stream_1,,,practice,
0.4.3,2017-03-28,12:51:17,7,0,185.97602717226164,pilot,0203,0.3.4,stream_1_up,,,practice,
0.4.3,2017-03-28,12:51:17,7,0,186.17857426382216,pilot,0203,0.3.4,stimulus,,,practice,
0.4.3,2017-03-28,12:51:17,7,0,187.50470094361026,pilot,0203,0.3.4,stream_1,,,practice,
