weber_version,start_date,start_time,offset,trial,time,condition,sid,version,code,stimulus,spacing,phase,value
0.4.0-3-gd9adeee,2017-03-17,12:02:06,1,0,2.1215411834418774e-5,pilot,0103,0.3.3,break_start,,,,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,1,0,0.2502058238023892,pilot,0103,0.3.3,start,,,,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,2,0,1.5040692553156987,pilot,0103,0.3.3,break_start,,,,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,2,0,1.5057959172409028,pilot,0103,0.3.3,instructions,,,,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,2,0,143.20099733013194,pilot,0103,0.3.3,instructions,,,,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,3,0,157.03886220999993,pilot,0103,0.3.3,practice_start,,,,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,3,0,157.7189643997699,pilot,0103,0.3.3,stimulus,,,example,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,3,0,159.0705022785114,pilot,0103,0.3.3,high_latency,,,,0.006537878741511349
0.4.0-3-gd9adeee,2017-03-17,12:02:06,3,0,159.74300250259694,pilot,0103,0.3.3,stimulus,,,example,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,3,0,161.7605028328253,pilot,0103,0.3.3,stimulus,,,example,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,3,0,163.7781174526317,pilot,0103,0.3.3,stimulus,,,example,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,3,0,165.7959425157169,pilot,0103,0.3.3,stimulus,,,example,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,3,0,167.81344284582883,pilot,0103,0.3.3,stimulus,,,example,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,3,0,169.83372889831662,pilot,0103,0.3.3,stimulus,,,example,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,4,0,171.8512655000668,pilot,0103,0.3.3,break_start,,,,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,4,0,171.85304314736277,pilot,0103,0.3.3,instructions,,,,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,4,0,188.95118056994397,pilot,0103,0.3.3,instructions,,,,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,4,0,239.52307793369982,pilot,0103,0.3.3,instructions,,,,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,5,0,260.2513822533656,pilot,0103,0.3.3,practice_start,,,,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,5,0,260.5032001073705,pilot,0103,0.3.3,stimulus,,,practice,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,5,0,264.52070043748245,pilot,0103,0.3.3,response_timeout,,,practice,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,5,0,264.7917613661848,pilot,0103,0.3.3,stimulus,,,practice,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,5,0,264.8821760318242,pilot,0103,0.3.3,stream_1,,,practice,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,5,0,265.09379749943037,pilot,0103,0.3.3,stream_1_up,,,practice,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,5,0,267.15008886519354,pilot,0103,0.3.3,stream_1,,,practice,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,5,0,267.2616754983319,pilot,0103,0.3.3,stimulus,,,practice,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,5,0,267.3021446056664,pilot,0103,0.3.3,stream_1_up,,,practice,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,5,0,269.76335049036425,pilot,0103,0.3.3,stream_2,,,practice,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,5,0,269.9498080688063,pilot,0103,0.3.3,stream_2_up,,,practice,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,5,0,270.014812130481,pilot,0103,0.3.3,stimulus,,,practice,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,5,0,272.79073926166166,pilot,0103,0.3.3,stream_2,,,practice,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,5,0,272.99730393011123,pilot,0103,0.3.3,stream_2_up,,,practice,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,5,0,273.0438023242168,pilot,0103,0.3.3,stimulus,,,practice,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,5,0,275.9892673903378,pilot,0103,0.3.3,stream_2,,,practice,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,5,0,276.1419404312037,pilot,0103,0.3.3,stream_2_up,,,practice,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,5,0,276.24488759587985,pilot,0103,0.3.3,stimulus,,,practice,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,5,0,279.0740267765941,pilot,0103,0.3.3,stream_2,,,practice,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,5,0,279.24137336341664,pilot,0103,0.3.3,stream_2_up,,,practice,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,5,0,279.3294789696811,pilot,0103,0.3.3,stimulus,,,practice,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,5,0,282.0216999577824,pilot,0103,0.3.3,stream_2,,,practice,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,5,0,282.1742590512149,pilot,0103,0.3.3,stream_2_up,,,practice,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,5,0,282.27364544640295,pilot,0103,0.3.3,stimulus,,,practice,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,5,0,284.9319949821802,pilot,0103,0.3.3,stream_1,,,practice,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,5,0,285.15152056422085,pilot,0103,0.3.3,stream_1_up,,,practice,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,5,0,285.18384089530446,pilot,0103,0.3.3,stimulus,,,practice,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,5,0,288.2233426475432,pilot,0103,0.3.3,stream_1,,,practice,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,6,0,288.2261642990634,pilot,0103,0.3.3,break_start,,,,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,6,0,288.22752174397465,pilot,0103,0.3.3,instructions,,,,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,6,0,288.3981509045698,pilot,0103,0.3.3,stream_1_up,,,practice,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,7,0,370.5449794380693,pilot,0103,0.3.3,practice_start,,,,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,7,0,370.7968198762974,pilot,0103,0.3.3,stimulus,,,practice,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,7,0,372.67197770869825,pilot,0103,0.3.3,stream_1,,,practice,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,7,0,372.8393759652972,pilot,0103,0.3.3,stream_1_up,,,practice,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,7,0,373.2644506128272,pilot,0103,0.3.3,stimulus,,,practice,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,7,0,375.1033444405766,pilot,0103,0.3.3,stream_2,,,practice,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,7,0,375.32879083708394,pilot,0103,0.3.3,stream_2_up,,,practice,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,7,0,375.73199717211537,pilot,0103,0.3.3,stimulus,,,practice,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,7,0,377.6333488684613,pilot,0103,0.3.3,stream_2,,,practice,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,7,0,377.84208024770487,pilot,0103,0.3.3,stream_2_up,,,practice,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,7,0,378.19954099389724,pilot,0103,0.3.3,stimulus,,,practice,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,7,0,380.0289268895285,pilot,0103,0.3.3,stream_1,,,practice,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,7,0,380.2538114194758,pilot,0103,0.3.3,stream_1_up,,,practice,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,7,0,380.6679536217125,pilot,0103,0.3.3,stimulus,,,practice,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,7,0,382.8432012433186,pilot,0103,0.3.3,stream_2,,,practice,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,7,0,383.0809070756659,pilot,0103,0.3.3,stream_2_up,,,practice,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,7,0,383.1354899154976,pilot,0103,0.3.3,stimulus,,,practice,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,7,0,385.3383843153715,pilot,0103,0.3.3,stream_2,,,practice,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,7,0,385.54631224588957,pilot,0103,0.3.3,stream_2_up,,,practice,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,7,0,385.6036185302073,pilot,0103,0.3.3,stimulus,,,practice,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,7,0,387.55681764520705,pilot,0103,0.3.3,stream_1,,,practice,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,7,0,387.76465968741104,pilot,0103,0.3.3,stream_1_up,,,practice,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,7,0,388.0711873314576,pilot,0103,0.3.3,stimulus,,,practice,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,7,0,390.09388372988906,pilot,0103,0.3.3,stream_2,,,practice,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,7,0,390.31338980735745,pilot,0103,0.3.3,stream_2_up,,,practice,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,7,0,390.5389207234839,pilot,0103,0.3.3,stimulus,,,practice,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,7,0,392.6432034332538,pilot,0103,0.3.3,stream_1,,,practice,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,8,0,392.7597028060118,pilot,0103,0.3.3,break_start,,,,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,8,0,392.76159132109024,pilot,0103,0.3.3,instructions,,,,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,8,0,392.8509924369864,pilot,0103,0.3.3,stream_1_up,,,practice,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,9,0,398.1521471036831,pilot,0103,0.3.3,break_start,,,,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,10,0,402.25105649395846,pilot,0103,0.3.3,break_start,,,,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,10,0,402.25314347585663,pilot,0103,0.3.3,instructions,,,,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,11,1,408.5781716547208,pilot,0103,0.3.3,trial_start,,,,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,11,1,410.79567184799816,pilot,0103,0.3.3,stimulus,,normal,context,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,11,1,412.70675731811207,pilot,0103,0.3.3,stream_1,,normal,context,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,11,1,412.9365850420436,pilot,0103,0.3.3,stream_1_up,,normal,context,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,11,1,413.01657711702865,pilot,0103,0.3.3,stimulus,,normal,context,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,11,1,414.9870353222359,pilot,0103,0.3.3,stream_1,,normal,context,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,11,1,415.1870368963573,pilot,0103,0.3.3,stream_1_up,,normal,context,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,11,1,415.23407731042244,pilot,0103,0.3.3,stimulus,,normal,context,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,11,1,416.67051658185665,pilot,0103,0.3.3,stream_1,,normal,context,
0.4.0-3-gd9adeee,2017-03-17,12:02:06,11,1,416.8575586109655,pilot,0103,0.3.3,stream_1_up,,normal,context,
