psych_version,start_date,start_time,offset,trial,time,condition,sid,version,code,stimulus,spacing,phase,value
0.2.1+,2017-01-20,11:24:20,1,0,0.03379137434239965,pilot,0001,0.2.2,instructions,,,,
0.2.1+,2017-01-20,11:24:20,1,0,126.54675977365696,pilot,0001,0.2.2,instructions,,,,
0.2.1+,2017-01-20,11:24:20,2,0,135.8899456024228,pilot,0001,0.2.2,practice_start,,,,
0.2.1+,2017-01-20,11:24:20,2,0,135.97597911012417,pilot,0001,0.2.2,stimulus,w2nw,normal,example,
0.2.1+,2017-01-20,11:24:20,2,0,136.65263845512527,pilot,0001,0.2.2,stimulus,w2nw,normal,example,
0.2.1+,2017-01-20,11:24:20,2,0,137.32529488878208,pilot,0001,0.2.2,stimulus,w2nw,normal,example,
0.2.1+,2017-01-20,11:24:20,2,0,137.9979622724495,pilot,0001,0.2.2,stimulus,w2nw,normal,example,
0.2.1+,2017-01-20,11:24:20,2,0,138.6705923576519,pilot,0001,0.2.2,stimulus,w2nw,normal,example,
0.2.1+,2017-01-20,11:24:20,2,0,139.34325905694277,pilot,0001,0.2.2,stimulus,w2nw,normal,example,
0.2.1+,2017-01-20,11:24:20,2,0,140.01588400933542,pilot,0001,0.2.2,stimulus,w2nw,normal,example,
0.2.1+,2017-01-20,11:24:20,2,0,140.6885537883063,pilot,0001,0.2.2,stimulus,w2nw,normal,example,
0.2.1+,2017-01-20,11:24:20,2,0,141.3654064693401,pilot,0001,0.2.2,stimulus,w2nw,normal,example,
0.2.1+,2017-01-20,11:24:20,2,0,142.0380297107913,pilot,0001,0.2.2,stimulus,w2nw,normal,example,
0.2.1+,2017-01-20,11:24:20,2,0,142.71069469914073,pilot,0001,0.2.2,stimulus,w2nw,normal,example,
0.2.1+,2017-01-20,11:24:20,2,0,143.38332683747285,pilot,0001,0.2.2,stimulus,w2nw,normal,example,
0.2.1+,2017-01-20,11:24:20,2,0,144.0559911414457,pilot,0001,0.2.2,stimulus,w2nw,normal,example,
