weber_version,start_date,start_time,offset,trial,time,condition,sid,version,code,stimulus,spacing,phase,value
0.4.0,2017-03-14,11:30:35,1,0,2.155761467292905e-5,pilot,0102,0.3.3,break_start,,,,
0.4.0,2017-03-14,11:30:35,1,0,0.23654924955917522,pilot,0102,0.3.3,start,,,,
0.4.0,2017-03-14,11:30:35,2,0,1.4923994028940797,pilot,0102,0.3.3,break_start,,,,
0.4.0,2017-03-14,11:30:35,2,0,1.4962797726038843,pilot,0102,0.3.3,instructions,,,,
0.4.0,2017-03-14,11:30:35,2,0,70.59187921439297,pilot,0102,0.3.3,instructions,,,,
0.4.0,2017-03-14,11:30:35,3,0,95.17030956037343,pilot,0102,0.3.3,practice_start,,,,
0.4.0,2017-03-14,11:30:35,3,0,95.86479067557957,pilot,0102,0.3.3,stimulus,,,example,
0.4.0,2017-03-14,11:30:35,3,0,96.90751956781605,pilot,0102,0.3.3,paused,,,,
0.4.0,2017-03-14,11:30:35,3,0,116.1322480617091,pilot,0102,0.3.3,unpaused,,,,
0.4.0,2017-03-14,11:30:35,3,0,116.13948423252441,pilot,0102,0.3.3,high_latency,,,,18.92969355694484
0.4.0,2017-03-14,11:30:35,3,0,116.81198445660993,pilot,0102,0.3.3,stimulus,,,example,
0.4.0,2017-03-14,11:30:35,3,0,118.8294847868383,pilot,0102,0.3.3,stimulus,,,example,
0.4.0,2017-03-14,11:30:35,3,0,120.8495624489733,pilot,0102,0.3.3,stimulus,,,example,
0.4.0,2017-03-14,11:30:35,3,0,122.86706277914345,pilot,0102,0.3.3,stimulus,,,example,
0.4.0,2017-03-14,11:30:35,3,0,124.88456310937181,pilot,0102,0.3.3,stimulus,,,example,
0.4.0,2017-03-14,11:30:35,3,0,126.90206343960017,pilot,0102,0.3.3,stimulus,,,example,
0.4.0,2017-03-14,11:30:35,4,0,128.91960928030312,pilot,0102,0.3.3,break_start,,,,
0.4.0,2017-03-14,11:30:35,4,0,128.9237134384457,pilot,0102,0.3.3,instructions,,,,
0.4.0,2017-03-14,11:30:35,4,0,145.95491756440606,pilot,0102,0.3.3,instructions,,,,
0.4.0,2017-03-14,11:30:35,4,0,152.10021687636618,pilot,0102,0.3.3,instructions,,,,
0.4.0,2017-03-14,11:30:35,5,0,173.43480089324294,pilot,0102,0.3.3,practice_start,,,,
0.4.0,2017-03-14,11:30:35,5,0,173.69363010290544,pilot,0102,0.3.3,stimulus,,,practice,
0.4.0,2017-03-14,11:30:35,5,0,177.48228443588596,pilot,0102,0.3.3,stream_1,,,practice,
0.4.0,2017-03-14,11:30:35,5,0,177.5829772906145,pilot,0102,0.3.3,stream_1_up,,,practice,
0.4.0,2017-03-14,11:30:35,5,0,177.76616735139396,pilot,0102,0.3.3,stimulus,,,practice,
0.4.0,2017-03-14,11:30:35,5,0,180.20730926137185,pilot,0102,0.3.3,stream_1,,,practice,
0.4.0,2017-03-14,11:30:35,5,0,180.38652553618886,pilot,0102,0.3.3,stream_1_up,,,practice,
0.4.0,2017-03-14,11:30:35,5,0,180.46294486522675,pilot,0102,0.3.3,stimulus,,,practice,
0.4.0,2017-03-14,11:30:35,5,0,182.81649102346273,pilot,0102,0.3.3,stream_1,,,practice,
0.4.0,2017-03-14,11:30:35,5,0,182.9704044823302,pilot,0102,0.3.3,stream_1_up,,,practice,
0.4.0,2017-03-14,11:30:35,5,0,183.0684327480849,pilot,0102,0.3.3,stimulus,,,practice,
0.4.0,2017-03-14,11:30:35,5,0,185.3691145160701,pilot,0102,0.3.3,stream_1,,,practice,
0.4.0,2017-03-14,11:30:35,5,0,185.5060142307775,pilot,0102,0.3.3,stream_1_up,,,practice,
0.4.0,2017-03-14,11:30:35,5,0,185.6208211600897,pilot,0102,0.3.3,stimulus,,,practice,
0.4.0,2017-03-14,11:30:35,5,0,188.05846663122065,pilot,0102,0.3.3,stream_1,,,practice,
0.4.0,2017-03-14,11:30:35,5,0,188.17739790759515,pilot,0102,0.3.3,stream_1_up,,,practice,
0.4.0,2017-03-14,11:30:35,5,0,188.31285668432247,pilot,0102,0.3.3,stimulus,,,practice,
0.4.0,2017-03-14,11:30:35,5,0,190.7595228171558,pilot,0102,0.3.3,stream_1,,,practice,
0.4.0,2017-03-14,11:30:35,5,0,190.91275019658497,pilot,0102,0.3.3,stream_1_up,,,practice,
0.4.0,2017-03-14,11:30:35,5,0,191.01723719050642,pilot,0102,0.3.3,stimulus,,,practice,
0.4.0,2017-03-14,11:30:35,5,0,193.9834461514838,pilot,0102,0.3.3,stream_2,,,practice,
0.4.0,2017-03-14,11:30:35,5,0,194.14711186208297,pilot,0102,0.3.3,stream_2_up,,,practice,
0.4.0,2017-03-14,11:30:35,5,0,194.24005355866393,pilot,0102,0.3.3,stimulus,,,practice,
0.4.0,2017-03-14,11:30:35,5,0,196.4522625565878,pilot,0102,0.3.3,stream_2,,,practice,
0.4.0,2017-03-14,11:30:35,5,0,196.46557044511428,pilot,0102,0.3.3,high_latency,,,,0.008016886450349148
0.4.0,2017-03-14,11:30:35,5,0,196.62240581546212,pilot,0102,0.3.3,stream_2_up,,,practice,
0.4.0,2017-03-14,11:30:35,5,0,196.71701223851414,pilot,0102,0.3.3,stimulus,,,practice,
0.4.0,2017-03-14,11:30:35,5,0,198.9778257748112,pilot,0102,0.3.3,stream_1,,,practice,
0.4.0,2017-03-14,11:30:35,6,0,198.97997948265402,pilot,0102,0.3.3,break_start,,,,
0.4.0,2017-03-14,11:30:35,6,0,198.9831631651614,pilot,0102,0.3.3,instructions,,,,
0.4.0,2017-03-14,11:30:35,6,0,199.08691822685068,pilot,0102,0.3.3,stream_1_up,,,practice,
0.4.0,2017-03-14,11:30:35,7,0,260.902401517611,pilot,0102,0.3.3,practice_start,,,,
0.4.0,2017-03-14,11:30:35,7,0,261.1582164260908,pilot,0102,0.3.3,stimulus,,,practice,
0.4.0,2017-03-14,11:30:35,7,0,263.3708914789604,pilot,0102,0.3.3,stream_1,,,practice,
0.4.0,2017-03-14,11:30:35,7,0,263.5289286004845,pilot,0102,0.3.3,stream_1_up,,,practice,
0.4.0,2017-03-14,11:30:35,7,0,263.62659380875994,pilot,0102,0.3.3,stimulus,,,practice,
0.4.0,2017-03-14,11:30:35,7,0,264.77049153402913,pilot,0102,0.3.3,stream_1,,,practice,
0.4.0,2017-03-14,11:30:35,7,0,264.9474168851157,pilot,0102,0.3.3,stream_1_up,,,practice,
0.4.0,2017-03-14,11:30:35,7,0,266.0984512055293,pilot,0102,0.3.3,stimulus,,,practice,
0.4.0,2017-03-14,11:30:35,7,0,267.8694844172569,pilot,0102,0.3.3,stream_2,,,practice,
0.4.0,2017-03-14,11:30:35,7,0,268.0205094986595,pilot,0102,0.3.3,stream_2_up,,,practice,
0.4.0,2017-03-14,11:30:35,7,0,268.56599194771843,pilot,0102,0.3.3,stimulus,,,practice,
0.4.0,2017-03-14,11:30:35,7,0,270.0702507731621,pilot,0102,0.3.3,stream_1,,,practice,
0.4.0,2017-03-14,11:30:35,7,0,270.24600516969804,pilot,0102,0.3.3,stream_1_up,,,practice,
0.4.0,2017-03-14,11:30:35,7,0,271.03353029460413,pilot,0102,0.3.3,stimulus,,,practice,
0.4.0,2017-03-14,11:30:35,7,0,272.43789766088594,pilot,0102,0.3.3,stream_2,,,practice,
0.4.0,2017-03-14,11:30:35,7,0,272.5712324998458,pilot,0102,0.3.3,stream_2_up,,,practice,
0.4.0,2017-03-14,11:30:35,7,0,273.50112202222226,pilot,0102,0.3.3,stimulus,,,practice,
0.4.0,2017-03-14,11:30:35,7,0,274.99749760644045,pilot,0102,0.3.3,stream_2,,,practice,
0.4.0,2017-03-14,11:30:35,7,0,275.13964711216977,pilot,0102,0.3.3,stream_2_up,,,practice,
0.4.0,2017-03-14,11:30:35,7,0,275.72535161144333,pilot,0102,0.3.3,high_latency,,,,0.0067295892210950115
0.4.0,2017-03-14,11:30:35,7,0,275.9773484277539,pilot,0102,0.3.3,stimulus,,,practice,
0.4.0,2017-03-14,11:30:35,7,0,277.65669610135956,pilot,0102,0.3.3,stream_1,,,practice,
0.4.0,2017-03-14,11:30:35,7,0,277.84155157295754,pilot,0102,0.3.3,stream_1_up,,,practice,
0.4.0,2017-03-14,11:30:35,7,0,278.44488540588645,pilot,0102,0.3.3,stimulus,,,practice,
0.4.0,2017-03-14,11:30:35,7,0,280.3298512661713,pilot,0102,0.3.3,stream_2,,,practice,
0.4.0,2017-03-14,11:30:35,7,0,280.48412299196934,pilot,0102,0.3.3,stream_2_up,,,practice,
0.4.0,2017-03-14,11:30:35,7,0,280.91242922772653,pilot,0102,0.3.3,stimulus,,,practice,
0.4.0,2017-03-14,11:30:35,7,0,282.47475980373565,pilot,0102,0.3.3,stream_1,,,practice,
0.4.0,2017-03-14,11:30:35,7,0,282.6503893030458,pilot,0102,0.3.3,stream_1_up,,,practice,
0.4.0,2017-03-14,11:30:35,8,0,283.1301254926366,pilot,0102,0.3.3,break_start,,,,
0.4.0,2017-03-14,11:30:35,8,0,283.1322641443112,pilot,0102,0.3.3,instructions,,,,
0.4.0,2017-03-14,11:30:35,9,0,288.1394339313847,pilot,0102,0.3.3,break_start,,,,
0.4.0,2017-03-14,11:30:35,10,0,290.1586284159566,pilot,0102,0.3.3,break_start,,,,
0.4.0,2017-03-14,11:30:35,10,0,290.1626131517696,pilot,0102,0.3.3,instructions,,,,
0.4.0,2017-03-14,11:30:35,10,0,301.39025774004404,pilot,0102,0.3.3,stream_1,,,practice,
0.4.0,2017-03-14,11:30:35,10,0,301.47990214900346,pilot,0102,0.3.3,stream_1_up,,,practice,
0.4.0,2017-03-14,11:30:35,11,1,302.53468037594575,pilot,0102,0.3.3,trial_start,,,,
0.4.0,2017-03-14,11:30:35,11,1,304.75218056928134,pilot,0102,0.3.3,stimulus,,negative,context,
0.4.0,2017-03-14,11:30:35,11,1,305.9410683403257,pilot,0102,0.3.3,stream_2,,negative,context,
0.4.0,2017-03-14,11:30:35,11,1,306.07440454803873,pilot,0102,0.3.3,stream_2_up,,negative,context,
0.4.0,2017-03-14,11:30:35,11,1,306.96973619644996,pilot,0102,0.3.3,stimulus,,negative,context,
0.4.0,2017-03-14,11:30:35,11,1,308.39500931079965,pilot,0102,0.3.3,stream_2,,negative,context,
0.4.0,2017-03-14,11:30:35,11,1,308.5752059436054,pilot,0102,0.3.3,stream_2_up,,negative,context,
0.4.0,2017-03-14,11:30:35,11,1,309.18723638984375,pilot,0102,0.3.3,stimulus,,negative,context,
0.4.0,2017-03-14,11:30:35,11,1,310.307563778013,pilot,0102,0.3.3,stream_2,,negative,context,
0.4.0,2017-03-14,11:30:35,11,1,310.47493329114513,pilot,0102,0.3.3,stream_2_up,,negative,context,
0.4.0,2017-03-14,11:30:35,11,1,311.4047365831211,pilot,0102,0.3.3,stimulus,,negative,context,
