psych_version,start_date,start_time,offset,trial,time,condition,sid,version,code,stimulus,spacing,phase,value
0.2.1+,2017-01-20,12:11:56,3,0,0.04393381679255981,pilot,0003,0.2.2,instructions,,,,
0.2.1+,2017-01-20,12:11:56,3,0,21.91248961033125,pilot,0003,0.2.2,instructions,,,,
0.2.1+,2017-01-20,12:11:56,3,0,26.68417241741554,pilot,0003,0.2.2,instructions,,,,
0.2.1+,2017-01-20,12:11:56,4,0,36.96515229232318,pilot,0003,0.2.2,practice_start,,,,
0.2.1+,2017-01-20,12:11:56,4,0,37.12590863656078,pilot,0003,0.2.2,stimulus,w2nw,normal,practice,
0.2.1+,2017-01-20,12:11:56,4,0,37.798563017116976,pilot,0003,0.2.2,stimulus,w2nw,normal,practice,
0.2.1+,2017-01-20,12:11:56,4,0,38.47122013515036,pilot,0003,0.2.2,stimulus,w2nw,normal,practice,
0.2.1+,2017-01-20,12:11:56,4,0,41.05815855813853,pilot,0003,0.2.2,stream_1,,,practice,
0.2.1+,2017-01-20,12:11:56,4,0,41.197724931073026,pilot,0003,0.2.2,high_latency,,,,3.925557774456685
0.2.1+,2017-01-20,12:11:56,4,0,41.41675686163944,pilot,0003,0.2.2,stimulus,w2nw,normal,practice,
0.2.1+,2017-01-20,12:11:56,4,0,42.089413295296254,pilot,0003,0.2.2,stimulus,w2nw,normal,practice,
0.2.1+,2017-01-20,12:11:56,4,0,42.76207212427107,pilot,0003,0.2.2,stimulus,w2nw,normal,practice,
0.2.1+,2017-01-20,12:11:56,4,0,44.00933385299868,pilot,0003,0.2.2,stream_1,,,practice,
0.2.1+,2017-01-20,12:11:56,4,0,44.01110091012379,pilot,0003,0.2.2,high_latency,,,,2.4447163486707737
0.2.1+,2017-01-20,12:11:56,4,0,44.01313487361767,pilot,0003,0.2.2,stimulus,w2nw,normal,practice,
0.2.1+,2017-01-20,12:11:56,4,0,44.68579575570766,pilot,0003,0.2.2,stimulus,w2nw,normal,practice,
0.2.1+,2017-01-20,12:11:56,4,0,45.35846313937509,pilot,0003,0.2.2,stimulus,w2nw,normal,practice,
0.2.1+,2017-01-20,12:11:56,4,0,46.459053310449235,pilot,0003,0.2.2,stream_1,,,practice,
0.2.1+,2017-01-20,12:11:56,4,0,46.46982366727025,pilot,0003,0.2.2,high_latency,,,,2.3070320078928503
