psych_version,start_date,start_time,offset,trial,time,condition,sid,version,code,stimulus,spacing,phase,value
0.2.3-1-gda5ea08,2017-01-25,10:46:43,1,0,0.03459448768535367,pilot,0009,0.3.0,instructions,,,,
0.2.3-1-gda5ea08,2017-01-25,10:46:43,1,0,50.30665938498532,pilot,0009,0.3.0,instructions,,,,
0.2.3-1-gda5ea08,2017-01-25,10:46:43,2,0,55.04954588725241,pilot,0009,0.3.0,practice_start,,,,
0.2.3-1-gda5ea08,2017-01-25,10:46:43,2,0,55.14262103570945,pilot,0009,0.3.0,stimulus,w2nw,normal,example,
0.2.3-1-gda5ea08,2017-01-25,10:46:43,2,0,55.81794838629321,pilot,0009,0.3.0,stimulus,w2nw,normal,example,
0.2.3-1-gda5ea08,2017-01-25,10:46:43,2,0,56.49062004474399,pilot,0009,0.3.0,stimulus,w2nw,normal,example,
0.2.3-1-gda5ea08,2017-01-25,10:46:43,2,0,57.164535200838145,pilot,0009,0.3.0,stimulus,w2nw,normal,example,
0.2.3-1-gda5ea08,2017-01-25,10:46:43,2,0,57.83715690038525,pilot,0009,0.3.0,stimulus,w2nw,normal,example,
0.2.3-1-gda5ea08,2017-01-25,10:46:43,2,0,58.50977757337978,pilot,0009,0.3.0,stimulus,w2nw,normal,example,
0.2.3-1-gda5ea08,2017-01-25,10:46:43,2,0,59.18240577442748,pilot,0009,0.3.0,stimulus,w2nw,normal,example,
0.2.3-1-gda5ea08,2017-01-25,10:46:43,2,0,59.85531456657873,pilot,0009,0.3.0,stimulus,w2nw,normal,example,
0.2.3-1-gda5ea08,2017-01-25,10:46:43,2,0,60.531301306254136,pilot,0009,0.3.0,stimulus,w2nw,normal,example,
0.2.3-1-gda5ea08,2017-01-25,10:46:43,2,0,61.20455536233521,pilot,0009,0.3.0,stimulus,w2nw,normal,example,
0.2.3-1-gda5ea08,2017-01-25,10:46:43,2,0,61.87719553983334,pilot,0009,0.3.0,stimulus,w2nw,normal,example,
0.2.3-1-gda5ea08,2017-01-25,10:46:43,2,0,62.54985008907033,pilot,0009,0.3.0,stimulus,w2nw,normal,example,
0.2.3-1-gda5ea08,2017-01-25,10:46:43,2,0,63.22251558820426,pilot,0009,0.3.0,stimulus,w2nw,normal,example,
0.2.3-1-gda5ea08,2017-01-25,10:46:43,2,0,63.895174243652946,pilot,0009,0.3.0,stimulus,w2nw,normal,example,
0.2.3-1-gda5ea08,2017-01-25,10:46:43,2,0,64.5678411115241,pilot,0009,0.3.0,stimulus,w2nw,normal,example,
0.2.3-1-gda5ea08,2017-01-25,10:46:43,2,0,65.24054630403316,pilot,0009,0.3.0,stimulus,w2nw,normal,example,
0.2.3-1-gda5ea08,2017-01-25,10:46:43,2,0,65.91334285974335,pilot,0009,0.3.0,stimulus,w2nw,normal,example,
0.2.3-1-gda5ea08,2017-01-25,10:46:43,2,0,66.58600699014005,pilot,0009,0.3.0,stimulus,w2nw,normal,example,
0.2.3-1-gda5ea08,2017-01-25,10:46:43,2,0,67.2622130699333,pilot,0009,0.3.0,stimulus,w2nw,normal,example,
0.2.3-1-gda5ea08,2017-01-25,10:46:43,2,0,67.93484469282475,pilot,0009,0.3.0,stimulus,w2nw,normal,example,
0.2.3-1-gda5ea08,2017-01-25,10:46:43,3,0,68.60752216840774,pilot,0009,0.3.0,instructions,,,,
0.2.3-1-gda5ea08,2017-01-25,10:46:43,3,0,96.1346919417656,pilot,0009,0.3.0,instructions,,,,
0.2.3-1-gda5ea08,2017-01-25,10:46:43,3,0,100.01395119494191,pilot,0009,0.3.0,instructions,,,,
0.2.3-1-gda5ea08,2017-01-25,10:46:43,4,0,120.79821188186952,pilot,0009,0.3.0,practice_start,,,,
0.2.3-1-gda5ea08,2017-01-25,10:46:43,4,0,120.953634373368,pilot,0009,0.3.0,stimulus,w2nw,normal,practice,
0.2.3-1-gda5ea08,2017-01-25,10:46:43,4,0,121.6262985037647,pilot,0009,0.3.0,stimulus,w2nw,normal,practice,
0.2.3-1-gda5ea08,2017-01-25,10:46:43,4,0,122.29896023887159,pilot,0009,0.3.0,stimulus,w2nw,normal,practice,
0.2.3-1-gda5ea08,2017-01-25,10:46:43,4,0,124.5842023102914,pilot,0009,0.3.0,stream_2,,,practice,
0.2.3-1-gda5ea08,2017-01-25,10:46:43,4,0,124.70169778148238,pilot,0009,0.3.0,high_latency,,,,3.598510642957166
0.2.3-1-gda5ea08,2017-01-25,10:46:43,4,0,124.90814952905157,pilot,0009,0.3.0,stimulus,w2nw,normal,practice,
0.2.3-1-gda5ea08,2017-01-25,10:46:43,4,0,125.58542596124653,pilot,0009,0.3.0,stimulus,w2nw,normal,practice,
0.2.3-1-gda5ea08,2017-01-25,10:46:43,4,0,126.25867351582701,pilot,0009,0.3.0,stimulus,w2nw,normal,practice,
0.2.3-1-gda5ea08,2017-01-25,10:46:43,4,0,126.66108393027343,pilot,0009,0.3.0,stream_2,,,practice,
